user_id,age,city,monthly_usage_gb,device_type,tenure_months,is_4g,segment
3051,54,Makassar,1.73,high-end,15,0,C
3052,32,Surabaya,2.86,low-end,45,0,C
3053,52,Surabaya,0.79,mid-range,45,1,C
3054,45,Surabaya,2.43,low-end,53,1,C
3055,24,Makassar,4.95,high-end,18,0,A
3056,49,Makassar,0.89,mid-range,7,1,C
3057,28,Jakarta,2.6,mid-range,30,1,C
3058,27,Medan,1.24,mid-range,14,0,C
3059,26,Medan,2.26,mid-range,37,0,C
3060,31,Jakarta,3.3,mid-range,41,0,C
3061,30,Medan,1.29,mid-range,30,0,C
3062,42,Makassar,15.6,low-end,54,1,C
3063,19,Medan,2.49,low-end,27,0,C
3064,52,Makassar,5.22,low-end,49,1,C
3065,24,Jakarta,3.87,low-end,57,0,C
3066,38,Surabaya,5.75,high-end,37,1,C
3067,35,Jakarta,0.57,low-end,48,0,B
3068,20,Medan,0.76,mid-range,41,0,C
3069,59,Makassar,2.0,feature,17,0,C
3070,56,Medan,5.74,low-end,30,1,C
3071,58,Medan,0.66,feature,18,1,B
3072,28,Surabaya,10.63,low-end,3,0,C
3073,56,Medan,0.41,feature,28,0,B
3074,41,Surabaya,0.58,mid-range,37,0,C
3075,36,Makassar,0.55,mid-range,30,1,C
3076,21,Makassar,2.65,mid-range,54,0,C
3077,43,Surabaya,7.49,mid-range,21,0,C
3078,55,Jakarta,0.88,high-end,49,0,C
3079,59,Makassar,2.42,mid-range,20,0,C
3080,49,Jakarta,0.58,low-end,22,0,B
3081,56,Makassar,2.99,low-end,36,1,C
3082,53,Makassar,0.39,feature,36,1,B
3083,57,Bandung,2.03,low-end,21,1,C
3084,54,Medan,3.19,mid-range,24,0,C
3085,50,Medan,2.6,high-end,21,0,C
3086,53,Jakarta,0.45,mid-range,7,1,C
3087,20,Medan,0.53,mid-range,8,0,C
3088,26,Jakarta,3.34,low-end,22,0,C
3089,25,Makassar,4.97,low-end,22,0,C
3090,50,Bandung,7.16,mid-range,30,0,C
3091,23,Bandung,5.04,low-end,34,0,C
3092,58,Makassar,10.94,mid-range,29,1,C
3093,56,Surabaya,1.57,low-end,10,1,B
3094,21,Surabaya,1.21,mid-range,5,0,C
3095,30,Medan,0.09,mid-range,49,0,C
3096,19,Jakarta,1.79,mid-range,57,0,C
3097,22,Bandung,3.16,mid-range,39,0,A
3098,44,Medan,5.07,low-end,34,1,C
3099,49,Makassar,0.93,low-end,38,0,B
3100,38,Bandung,2.16,low-end,10,0,C
3101,25,Jakarta,3.25,low-end,9,0,C
3102,55,Jakarta,2.41,low-end,32,1,C
3103,25,Surabaya,0.96,mid-range,5,0,C
3104,20,Medan,4.77,feature,35,0,C
3105,20,Makassar,0.57,high-end,11,0,C
3106,39,Bandung,7.06,high-end,42,0,C
3107,23,Jakarta,9.15,mid-range,16,0,A
3108,19,Bandung,1.37,high-end,27,1,C
3109,40,Makassar,1.42,mid-range,20,0,C
3110,19,Bandung,4.08,mid-range,51,0,A
3111,55,Medan,1.83,mid-range,1,1,C
3112,34,Surabaya,0.09,mid-range,26,0,C
3113,52,Bandung,7.57,low-end,11,1,C
3114,51,Surabaya,1.69,low-end,15,1,B
3115,40,Makassar,0.68,mid-range,39,0,C
3116,47,Surabaya,2.43,low-end,40,1,C
3117,25,Bandung,0.74,high-end,48,0,C
3118,39,Bandung,0.69,mid-range,18,0,C
3119,53,Jakarta,2.37,low-end,24,1,C
3120,22,Bandung,1.49,low-end,28,1,B
3121,30,Surabaya,2.55,low-end,25,0,C
3122,46,Jakarta,17.26,low-end,23,0,C
3123,48,Bandung,5.88,feature,11,0,C
3124,33,Bandung,0.02,high-end,33,1,C
3125,59,Makassar,0.16,low-end,16,1,B
3126,47,Jakarta,2.83,mid-range,36,0,C
3127,33,Makassar,2.95,feature,23,0,C
3128,29,Makassar,6.32,high-end,6,1,A
3129,34,Makassar,2.98,mid-range,43,0,C
3130,33,Medan,0.78,mid-range,24,0,C
3131,29,Makassar,1.9,mid-range,38,0,C
3132,25,Surabaya,4.97,mid-range,42,0,A
3133,37,Bandung,7.69,feature,6,1,C
3134,20,Medan,0.81,low-end,10,1,B
3135,33,Makassar,2.33,low-end,22,0,C
3136,47,Bandung,0.52,low-end,23,1,B
3137,40,Jakarta,2.06,low-end,5,0,C
3138,45,Jakarta,0.28,mid-range,28,1,C
3139,57,Bandung,8.53,low-end,59,0,C
3140,22,Surabaya,3.05,low-end,9,1,C
3141,37,Bandung,5.78,high-end,39,0,C
3142,57,Bandung,19.12,high-end,49,0,C
3143,18,Medan,0.61,high-end,59,1,C
3144,47,Jakarta,3.55,mid-range,44,0,C
3145,38,Jakarta,6.54,low-end,28,1,C
3146,37,Makassar,2.57,mid-range,25,0,C
3147,23,Bandung,3.06,low-end,43,0,C
3148,39,Bandung,1.57,low-end,38,1,B
3149,35,Surabaya,3.37,low-end,27,0,C
3150,25,Jakarta,1.51,mid-range,24,0,C
3151,56,Surabaya,1.94,low-end,57,0,B
3152,49,Medan,0.33,mid-range,43,0,C
3153,50,Makassar,0.02,feature,43,0,B
3154,33,Surabaya,0.17,low-end,46,0,B
3155,29,Jakarta,0.64,low-end,16,0,B
3156,55,Medan,1.83,low-end,2,0,B
3157,51,Bandung,0.06,high-end,2,1,C
3158,31,Medan,0.51,high-end,5,0,C
3159,53,Surabaya,4.56,low-end,46,0,C
3160,50,Jakarta,4.31,high-end,21,0,C
3161,40,Surabaya,4.68,mid-range,10,0,C
3162,19,Bandung,7.64,low-end,42,0,C
3163,58,Bandung,0.38,mid-range,18,0,C
3164,38,Jakarta,0.53,high-end,26,1,C
3165,19,Makassar,1.22,low-end,20,1,B
3166,44,Medan,7.4,low-end,41,0,C
3167,26,Medan,4.48,low-end,36,0,C
3168,18,Bandung,1.18,low-end,49,0,B
3169,28,Surabaya,0.28,low-end,21,0,B
3170,20,Surabaya,2.87,mid-range,2,1,C
3171,40,Makassar,0.89,mid-range,46,1,C
3172,43,Surabaya,2.27,low-end,54,0,C
3173,21,Medan,8.53,low-end,33,1,C
3174,35,Surabaya,2.55,mid-range,23,1,C
3175,23,Makassar,7.72,low-end,39,0,C
3176,52,Medan,1.5,mid-range,31,0,C
3177,39,Surabaya,3.01,high-end,4,1,C
3178,32,Medan,6.73,high-end,41,0,C
3179,39,Bandung,2.66,mid-range,3,1,C
3180,54,Bandung,2.86,low-end,37,0,C
3181,59,Bandung,3.78,feature,53,0,C
3182,29,Surabaya,6.41,mid-range,56,0,A
3183,59,Makassar,0.28,high-end,10,0,C
3184,55,Medan,1.23,feature,42,0,B
3185,35,Jakarta,1.52,feature,32,1,B
3186,52,Bandung,7.21,mid-range,36,1,C
3187,47,Bandung,9.37,low-end,49,1,C
3188,41,Jakarta,0.38,feature,27,0,B
3189,59,Jakarta,0.38,high-end,53,0,C
3190,47,Surabaya,8.19,feature,49,0,C
3191,31,Medan,1.05,low-end,19,0,B
3192,23,Bandung,0.83,mid-range,38,0,C
3193,20,Makassar,0.11,mid-range,1,0,C
3194,33,Surabaya,0.97,low-end,26,0,B
3195,24,Surabaya,3.55,low-end,46,0,C
3196,31,Makassar,1.67,mid-range,13,0,C
3197,26,Makassar,2.18,mid-range,35,0,C
3198,32,Makassar,7.48,feature,55,1,C
3199,38,Jakarta,0.37,low-end,2,1,B
3200,52,Bandung,0.22,mid-range,22,0,C
3201,19,Jakarta,5.73,mid-range,39,1,A
3202,44,Bandung,4.47,mid-range,28,0,C
3203,19,Jakarta,0.92,mid-range,44,0,C
3204,52,Medan,1.18,mid-range,2,0,C
3205,35,Bandung,1.11,feature,11,1,B
3206,31,Surabaya,3.13,mid-range,48,0,C
3207,37,Bandung,0.19,mid-range,59,0,C
3208,35,Bandung,2.02,mid-range,37,0,C
3209,27,Bandung,0.43,low-end,26,0,B
3210,42,Medan,5.14,mid-range,28,0,C
3211,19,Jakarta,1.44,mid-range,26,1,C
3212,42,Surabaya,2.25,low-end,17,1,C
3213,50,Jakarta,0.09,mid-range,3,1,C
3214,53,Jakarta,0.18,mid-range,14,1,C
3215,48,Makassar,3.37,mid-range,16,0,C
3216,31,Medan,4.37,feature,49,0,C
3217,18,Makassar,3.71,low-end,51,0,C
3218,33,Medan,4.01,mid-range,36,0,C
3219,20,Jakarta,0.33,mid-range,28,0,C
3220,52,Jakarta,3.55,mid-range,28,1,C
3221,58,Medan,0.6,mid-range,53,0,C
3222,23,Jakarta,0.31,feature,52,1,B
3223,42,Jakarta,4.25,mid-range,52,0,C
3224,30,Surabaya,6.61,high-end,25,0,C
3225,51,Makassar,3.78,mid-range,57,0,C
3226,25,Makassar,4.91,high-end,9,0,A
3227,38,Makassar,14.16,mid-range,11,0,C
3228,51,Bandung,0.43,mid-range,37,0,C
3229,21,Surabaya,10.07,low-end,43,0,C
3230,42,Makassar,2.76,low-end,45,0,C
3231,32,Makassar,5.03,low-end,21,1,C
3232,21,Surabaya,3.15,low-end,2,0,C
3233,29,Jakarta,2.53,low-end,54,1,C
3234,49,Makassar,3.65,mid-range,34,0,C
3235,49,Jakarta,1.16,high-end,42,0,C
3236,45,Makassar,7.74,mid-range,13,1,C
3237,30,Medan,0.37,low-end,5,1,B
3238,48,Bandung,1.15,high-end,11,1,C
3239,31,Makassar,0.09,mid-range,29,0,C
3240,37,Medan,0.95,mid-range,47,0,C
3241,35,Surabaya,0.74,mid-range,28,0,C
3242,46,Medan,0.15,high-end,28,0,C
3243,23,Surabaya,2.03,mid-range,5,1,C
3244,49,Makassar,1.9,mid-range,20,0,C
3245,46,Surabaya,0.24,mid-range,37,0,C
3246,19,Medan,0.91,low-end,39,0,B
3247,40,Bandung,9.19,mid-range,10,1,C
3248,36,Jakarta,0.35,low-end,32,0,B
3249,48,Jakarta,1.09,low-end,29,1,B
3250,22,Bandung,0.11,mid-range,2,0,C
3251,36,Jakarta,0.48,low-end,1,1,B
3252,51,Makassar,3.61,mid-range,20,0,C
3253,27,Makassar,1.37,mid-range,55,1,C
3254,42,Medan,1.8,mid-range,1,0,C
3255,19,Medan,0.51,low-end,4,1,B
3256,28,Surabaya,3.44,mid-range,15,0,A
3257,48,Medan,4.18,high-end,47,0,C
3258,32,Makassar,0.6,mid-range,30,0,C
3259,26,Medan,0.14,mid-range,6,1,C
3260,40,Jakarta,0.25,low-end,38,0,B
3261,36,Surabaya,3.21,high-end,1,0,C
3262,26,Surabaya,0.44,mid-range,7,0,C
3263,52,Makassar,2.04,low-end,5,0,C
3264,38,Medan,0.5,low-end,54,0,B
3265,26,Jakarta,0.56,mid-range,49,0,C
3266,45,Medan,0.01,low-end,7,0,B
3267,24,Bandung,1.16,mid-range,36,0,C
3268,33,Medan,0.28,low-end,3,0,B
3269,33,Makassar,1.5,mid-range,12,0,C
3270,50,Medan,2.73,mid-range,59,0,C
3271,21,Surabaya,1.37,mid-range,15,0,C
3272,21,Jakarta,3.66,mid-range,20,0,A
3273,56,Makassar,4.06,mid-range,41,1,C
3274,57,Bandung,3.58,high-end,21,0,C
3275,34,Jakarta,8.28,mid-range,32,1,C
3276,54,Jakarta,0.81,mid-range,12,0,C
3277,56,Surabaya,0.63,low-end,37,1,B
3278,46,Surabaya,2.82,mid-range,40,0,C
3279,53,Surabaya,2.71,low-end,47,0,C
3280,55,Makassar,2.14,high-end,7,0,C
3281,56,Medan,0.01,low-end,51,1,B
3282,54,Jakarta,2.43,low-end,45,0,C
3283,52,Medan,8.1,low-end,31,0,C
3284,24,Medan,1.22,low-end,1,0,B
3285,44,Surabaya,10.29,low-end,11,1,C
3286,45,Medan,1.32,mid-range,45,1,C
3287,39,Jakarta,0.45,high-end,34,0,C
3288,31,Jakarta,1.52,low-end,19,1,B
3289,24,Bandung,2.05,low-end,11,0,C
3290,54,Makassar,2.98,mid-range,33,1,C
3291,39,Medan,2.11,low-end,33,0,C
3292,22,Makassar,2.31,mid-range,8,0,C
3293,19,Makassar,0.07,low-end,45,0,B
3294,44,Makassar,0.88,mid-range,8,1,C
3295,38,Makassar,1.12,low-end,34,1,B
3296,55,Jakarta,13.05,low-end,40,1,C
3297,32,Medan,1.05,mid-range,27,0,C
3298,38,Bandung,6.81,low-end,29,0,C
3299,27,Makassar,1.09,high-end,14,0,C
3300,40,Bandung,0.3,mid-range,34,1,C
3301,56,Jakarta,0.85,mid-range,45,1,C
3302,22,Jakarta,0.96,high-end,59,0,C
3303,18,Surabaya,11.48,low-end,37,0,C
3304,30,Makassar,3.37,mid-range,1,1,C
3305,38,Surabaya,8.05,feature,9,0,C
3306,43,Bandung,5.41,mid-range,52,0,C
3307,38,Medan,2.59,mid-range,10,0,C
3308,35,Surabaya,3.38,low-end,30,0,C
3309,54,Jakarta,2.94,low-end,43,1,C
3310,49,Makassar,3.29,mid-range,18,1,C
3311,53,Bandung,0.92,mid-range,17,0,C
3312,34,Jakarta,1.57,high-end,6,0,C
3313,52,Medan,2.69,mid-range,11,0,C
3314,28,Makassar,0.11,low-end,24,1,B
3315,38,Medan,1.98,mid-range,36,0,C
3316,43,Medan,5.89,mid-range,33,0,C
3317,21,Makassar,2.03,low-end,33,1,C
3318,51,Makassar,2.41,low-end,54,1,C
3319,35,Medan,0.68,mid-range,18,1,C
3320,57,Bandung,4.74,mid-range,5,1,C
3321,52,Makassar,1.33,low-end,31,0,B
3322,58,Jakarta,9.41,high-end,16,1,C
3323,46,Surabaya,15.21,mid-range,2,0,C
3324,46,Bandung,7.43,high-end,9,0,C
3325,55,Makassar,0.27,low-end,2,0,B
3326,59,Makassar,1.22,mid-range,37,0,C
3327,38,Bandung,8.71,low-end,20,0,C
3328,59,Surabaya,4.9,mid-range,59,1,C
3329,30,Medan,7.26,low-end,17,0,C
3330,58,Jakarta,2.55,mid-range,58,1,C
3331,34,Makassar,1.96,feature,25,0,B
3332,26,Surabaya,0.34,mid-range,19,0,C
3333,58,Jakarta,5.49,low-end,42,0,C
3334,18,Bandung,4.1,feature,8,1,C
3335,19,Makassar,0.18,low-end,52,0,B
3336,46,Medan,0.7,low-end,11,1,B
3337,50,Bandung,2.44,mid-range,13,1,C
3338,27,Makassar,3.46,low-end,13,1,C
3339,57,Surabaya,0.44,low-end,9,0,B
3340,38,Jakarta,0.84,low-end,5,0,B
3341,45,Jakarta,0.64,mid-range,18,1,C
3342,28,Makassar,0.75,feature,40,0,B
3343,51,Bandung,7.6,low-end,52,0,C
3344,25,Medan,3.77,mid-range,14,0,A
3345,39,Surabaya,4.01,mid-range,34,1,C
3346,25,Makassar,4.74,mid-range,22,0,A
3347,32,Surabaya,1.32,low-end,48,0,B
3348,34,Jakarta,4.37,low-end,33,0,C
3349,40,Medan,11.51,mid-range,24,1,C
3350,41,Surabaya,3.6,high-end,57,0,C
3351,36,Makassar,1.62,mid-range,55,0,C
3352,22,Medan,3.78,low-end,29,0,C
3353,49,Bandung,6.93,mid-range,13,0,C
3354,18,Makassar,0.41,mid-range,57,0,C
3355,40,Surabaya,0.92,mid-range,50,0,C
3356,54,Medan,7.55,mid-range,27,0,C
3357,25,Makassar,8.77,low-end,1,0,C
3358,30,Medan,1.99,mid-range,7,0,C
3359,25,Medan,1.41,mid-range,4,1,C
3360,40,Medan,1.0,mid-range,10,0,C
3361,18,Surabaya,2.07,mid-range,40,0,C
3362,41,Makassar,8.18,mid-range,35,0,C
3363,52,Jakarta,0.49,mid-range,55,0,C
3364,41,Jakarta,1.63,high-end,39,1,C
3365,34,Surabaya,7.28,low-end,59,1,C
3366,22,Surabaya,1.29,mid-range,58,0,C
3367,37,Medan,4.38,high-end,57,1,C
3368,38,Makassar,1.48,low-end,16,1,B
3369,57,Makassar,4.9,low-end,27,0,C
3370,48,Bandung,11.89,feature,20,0,C
3371,53,Bandung,1.47,low-end,10,0,B
3372,28,Jakarta,5.59,high-end,45,1,A
3373,32,Bandung,13.37,low-end,33,0,C
3374,36,Bandung,12.37,mid-range,7,0,C
3375,24,Jakarta,1.71,low-end,42,1,B
3376,45,Jakarta,2.0,feature,44,0,C
3377,22,Bandung,1.08,mid-range,46,0,C
3378,22,Makassar,1.13,mid-range,22,0,C
3379,47,Bandung,2.03,feature,43,0,C
3380,49,Medan,0.67,high-end,17,0,C
3381,25,Medan,3.73,low-end,9,0,C
3382,27,Medan,2.31,low-end,58,0,C
3383,55,Surabaya,6.85,mid-range,40,1,C
3384,49,Medan,4.99,feature,10,0,C
3385,45,Makassar,1.17,mid-range,36,0,C
3386,34,Surabaya,2.11,mid-range,31,0,C
3387,48,Surabaya,4.17,low-end,31,1,C
3388,25,Medan,0.64,mid-range,5,1,C
3389,57,Bandung,0.1,low-end,56,0,B
3390,42,Jakarta,5.74,mid-range,18,0,C
3391,26,Bandung,0.44,low-end,6,1,B
3392,19,Bandung,6.61,high-end,42,0,A
3393,32,Surabaya,7.35,mid-range,50,0,C
3394,20,Surabaya,1.85,low-end,28,0,B
3395,53,Surabaya,4.93,high-end,43,1,C
3396,21,Makassar,1.35,mid-range,24,1,C
3397,31,Makassar,5.86,mid-range,5,0,C
3398,58,Jakarta,5.22,mid-range,28,0,C
3399,58,Surabaya,0.25,feature,58,1,B
3400,42,Medan,2.62,low-end,3,0,C
3401,27,Surabaya,3.06,low-end,18,0,C
3402,38,Makassar,0.0,low-end,4,0,B
3403,53,Surabaya,11.72,low-end,40,0,C
3404,29,Makassar,1.57,mid-range,49,1,C
3405,44,Surabaya,2.19,low-end,42,0,C
3406,57,Medan,0.65,mid-range,32,0,C
3407,19,Jakarta,2.83,feature,32,0,C
3408,30,Medan,4.99,low-end,19,1,C
3409,49,Makassar,2.64,low-end,29,1,C
3410,48,Bandung,4.65,mid-range,33,0,C
3411,33,Medan,3.94,mid-range,2,1,C
3412,49,Surabaya,0.81,feature,58,0,B
3413,49,Jakarta,1.72,mid-range,11,1,C
3414,51,Surabaya,0.48,mid-range,47,0,C
3415,28,Surabaya,0.13,high-end,55,0,C
3416,27,Medan,0.2,mid-range,33,0,C
3417,32,Jakarta,8.57,low-end,41,0,C
3418,34,Bandung,12.51,low-end,40,1,C
3419,57,Surabaya,0.3,low-end,1,1,B
3420,35,Jakarta,1.22,mid-range,42,0,C
3421,26,Bandung,0.36,low-end,17,0,B
3422,42,Surabaya,5.39,mid-range,50,1,C
3423,57,Jakarta,2.06,feature,16,0,C
3424,31,Medan,2.91,low-end,2,0,C
3425,42,Surabaya,2.33,high-end,54,1,C
3426,39,Surabaya,3.72,high-end,49,0,C
3427,47,Jakarta,1.15,mid-range,4,0,C
3428,37,Surabaya,0.44,low-end,32,0,B
3429,38,Bandung,0.05,high-end,7,0,C
3430,49,Surabaya,1.77,low-end,29,1,B
3431,38,Makassar,7.15,mid-range,9,0,C
3432,52,Bandung,1.09,low-end,58,0,B
3433,49,Jakarta,0.65,mid-range,35,0,C
3434,47,Bandung,7.81,mid-range,52,0,C
3435,56,Makassar,0.33,mid-range,53,0,C
3436,29,Makassar,0.16,mid-range,5,1,C
3437,58,Surabaya,6.35,high-end,50,0,C
3438,35,Surabaya,3.62,mid-range,21,1,C
3439,38,Medan,1.64,mid-range,58,0,C
3440,30,Bandung,4.19,low-end,17,0,C
3441,38,Medan,4.06,feature,39,1,C
3442,25,Makassar,0.12,mid-range,14,0,C
3443,57,Surabaya,3.38,mid-range,32,0,C
3444,24,Surabaya,3.07,low-end,15,0,C
3445,40,Surabaya,9.95,feature,21,0,C
3446,49,Jakarta,10.2,low-end,54,1,C
3447,28,Makassar,1.42,mid-range,14,0,C
3448,39,Surabaya,2.67,low-end,41,1,C
3449,39,Makassar,0.46,low-end,16,0,B
3450,42,Surabaya,0.21,feature,51,0,B
3451,39,Bandung,1.7,low-end,1,1,B
3452,45,Makassar,3.51,mid-range,40,1,C
3453,46,Medan,2.52,high-end,18,1,C
3454,30,Jakarta,1.68,low-end,34,0,B
3455,35,Medan,5.11,low-end,26,0,C
3456,19,Makassar,4.75,mid-range,36,0,A
3457,46,Surabaya,3.95,mid-range,21,0,C
3458,38,Makassar,0.24,low-end,1,0,B
3459,32,Jakarta,4.78,feature,27,1,C
3460,44,Makassar,7.56,high-end,51,1,C
3461,48,Surabaya,0.18,mid-range,11,0,C
3462,32,Medan,1.54,high-end,56,0,C
3463,40,Bandung,13.36,low-end,38,1,C
3464,41,Medan,2.74,mid-range,51,0,C
3465,30,Surabaya,2.16,mid-range,14,0,C
3466,39,Surabaya,0.59,mid-range,28,0,C
3467,54,Jakarta,2.5,high-end,55,0,C
3468,50,Makassar,1.73,low-end,27,0,B
3469,20,Makassar,0.41,mid-range,22,0,C
3470,36,Medan,1.87,low-end,21,0,B
3471,40,Bandung,0.54,mid-range,56,0,C
3472,46,Bandung,3.94,mid-range,24,0,C
3473,47,Jakarta,10.91,mid-range,19,0,C
3474,56,Surabaya,1.9,low-end,24,1,B
3475,42,Jakarta,3.0,low-end,26,0,C
3476,54,Makassar,1.69,feature,25,0,B
3477,25,Surabaya,0.45,low-end,45,1,B
3478,59,Jakarta,10.58,low-end,44,0,C
3479,33,Medan,0.42,high-end,29,0,C
3480,25,Makassar,0.36,low-end,10,1,B
3481,18,Bandung,1.84,mid-range,51,0,C
3482,22,Jakarta,3.23,mid-range,11,1,A
3483,20,Makassar,1.32,mid-range,24,1,C
3484,18,Makassar,0.64,mid-range,24,0,C
3485,21,Bandung,5.13,low-end,12,0,C
3486,57,Bandung,1.35,low-end,7,0,B
3487,52,Bandung,0.65,low-end,40,0,B
3488,49,Jakarta,1.36,mid-range,17,1,C
3489,59,Bandung,0.72,mid-range,35,0,C
3490,51,Medan,2.2,mid-range,6,0,C
3491,42,Makassar,3.31,mid-range,12,0,C
3492,27,Bandung,4.82,mid-range,15,0,A
3493,38,Makassar,0.77,high-end,32,0,C
3494,56,Surabaya,0.55,mid-range,23,0,C
3495,44,Surabaya,0.06,low-end,7,1,B
3496,44,Bandung,0.78,feature,59,0,B
3497,19,Makassar,0.07,low-end,38,0,B
3498,58,Surabaya,1.27,mid-range,31,0,C
3499,30,Bandung,0.47,mid-range,29,0,C
3500,26,Makassar,2.6,low-end,44,0,C
3501,53,Bandung,1.45,mid-range,28,0,C
3502,39,Makassar,0.29,low-end,12,0,B
3503,59,Surabaya,1.53,high-end,27,0,C
3504,43,Bandung,0.7,low-end,4,0,B
3505,29,Surabaya,3.42,feature,21,1,C
3506,34,Bandung,1.36,low-end,9,0,B
3507,31,Jakarta,0.48,low-end,49,1,B
3508,31,Surabaya,1.29,feature,34,0,B
3509,51,Surabaya,0.76,mid-range,37,1,C
3510,37,Medan,4.77,low-end,21,0,C
3511,28,Surabaya,12.29,mid-range,23,0,A
3512,33,Makassar,0.08,low-end,24,1,B
3513,48,Bandung,3.51,feature,10,1,C
3514,23,Jakarta,0.92,mid-range,38,1,C
3515,36,Makassar,0.21,low-end,6,0,B
3516,54,Makassar,0.04,mid-range,21,0,C
3517,21,Makassar,6.39,low-end,37,0,C
3518,21,Makassar,1.31,feature,29,0,B
3519,37,Jakarta,15.63,low-end,59,1,C
3520,27,Medan,1.75,mid-range,40,0,C
3521,41,Surabaya,0.62,feature,21,0,B
3522,52,Makassar,4.5,mid-range,22,0,C
3523,43,Surabaya,7.83,mid-range,35,0,C
3524,54,Surabaya,5.07,low-end,46,0,C
3525,55,Makassar,4.1,high-end,5,0,C
3526,38,Medan,1.22,feature,15,0,B
3527,57,Surabaya,0.2,mid-range,41,0,C
3528,56,Bandung,0.67,mid-range,47,0,C
3529,38,Surabaya,1.78,low-end,19,0,B
3530,27,Makassar,9.38,high-end,16,1,A
3531,55,Jakarta,3.85,low-end,40,0,C
3532,21,Surabaya,5.29,low-end,47,0,C
3533,37,Medan,0.97,mid-range,43,0,C
3534,34,Bandung,3.45,high-end,23,1,C
3535,24,Bandung,5.95,mid-range,4,0,A
3536,21,Jakarta,1.96,low-end,21,1,B
3537,46,Jakarta,1.69,mid-range,24,0,C
3538,31,Surabaya,3.81,low-end,42,0,C
3539,20,Makassar,2.46,low-end,55,0,C
3540,41,Medan,14.96,mid-range,26,0,C
3541,54,Bandung,1.66,low-end,42,0,B
3542,33,Jakarta,0.58,low-end,2,0,B
3543,21,Medan,1.92,high-end,40,0,C
3544,41,Makassar,0.8,mid-range,8,0,C
3545,51,Bandung,2.47,mid-range,9,0,C
3546,47,Bandung,0.4,low-end,2,1,B
3547,35,Makassar,8.99,high-end,14,0,C
3548,36,Bandung,5.89,feature,20,0,C
3549,48,Makassar,0.51,mid-range,2,0,C
3550,36,Bandung,0.57,mid-range,4,0,C
3551,36,Surabaya,2.16,mid-range,35,1,C
3552,39,Makassar,4.45,low-end,55,0,C
3553,41,Medan,0.74,low-end,14,0,B
3554,29,Surabaya,0.19,mid-range,21,0,C
3555,47,Medan,2.37,low-end,48,0,C
3556,55,Bandung,3.53,mid-range,15,1,C
3557,48,Medan,0.84,low-end,39,0,B
3558,53,Surabaya,4.04,low-end,50,1,C
3559,36,Makassar,9.03,low-end,20,1,C
3560,53,Jakarta,0.44,feature,6,1,B
3561,47,Medan,2.15,mid-range,28,0,C
3562,50,Jakarta,0.18,low-end,53,0,B
3563,35,Medan,0.69,mid-range,48,0,C
3564,45,Medan,0.28,low-end,43,1,B
3565,28,Makassar,1.55,low-end,2,0,B
3566,50,Bandung,5.16,low-end,28,1,C
3567,34,Surabaya,2.58,low-end,55,1,C
3568,23,Surabaya,0.76,mid-range,34,1,C
3569,21,Surabaya,0.12,high-end,14,0,C
3570,37,Bandung,2.42,mid-range,9,0,C
3571,44,Jakarta,0.43,mid-range,23,0,C
3572,32,Surabaya,1.26,mid-range,44,0,C
3573,23,Jakarta,2.14,high-end,35,1,C
3574,31,Bandung,7.02,mid-range,22,1,C
3575,28,Bandung,0.26,mid-range,5,0,C
3576,56,Makassar,3.31,mid-range,41,0,C
3577,26,Surabaya,0.04,mid-range,29,0,C
3578,43,Makassar,2.98,mid-range,35,0,C
3579,33,Surabaya,2.41,mid-range,50,0,C
3580,22,Bandung,5.01,mid-range,34,0,A
3581,27,Bandung,2.28,mid-range,4,1,C
3582,20,Medan,1.3,low-end,45,1,B
3583,30,Medan,0.83,mid-range,49,0,C
3584,47,Bandung,0.27,low-end,9,0,B
3585,23,Bandung,2.29,mid-range,51,0,C
3586,34,Jakarta,6.58,low-end,14,1,C
3587,36,Jakarta,2.17,low-end,45,0,C
3588,59,Makassar,4.03,mid-range,5,0,C
3589,52,Medan,1.06,mid-range,50,0,C
3590,43,Medan,1.78,low-end,56,0,B
3591,22,Bandung,1.18,low-end,47,1,B
3592,46,Bandung,0.35,high-end,27,1,C
3593,54,Makassar,1.62,feature,11,0,B
3594,37,Medan,4.34,feature,30,1,C
3595,38,Jakarta,1.51,mid-range,51,0,C
3596,27,Surabaya,3.15,mid-range,37,0,A
3597,22,Makassar,4.26,mid-range,39,1,A
3598,53,Surabaya,1.17,mid-range,34,0,C
3599,23,Jakarta,4.79,mid-range,51,0,A
3600,43,Jakarta,1.24,high-end,24,1,C
3601,21,Surabaya,0.89,mid-range,16,0,C
3602,56,Makassar,0.75,low-end,58,0,B
3603,56,Surabaya,0.67,low-end,30,0,B
3604,52,Makassar,4.01,mid-range,24,0,C
3605,18,Makassar,6.55,mid-range,3,0,A
3606,41,Bandung,0.79,low-end,29,0,B
3607,53,Medan,0.27,mid-range,42,0,C
3608,23,Medan,1.13,mid-range,12,1,C
3609,58,Jakarta,3.22,low-end,55,1,C
3610,48,Bandung,1.38,mid-range,27,0,C
3611,37,Medan,2.39,mid-range,29,1,C
3612,41,Makassar,4.09,low-end,2,0,C
3613,42,Makassar,1.58,mid-range,57,1,C
3614,53,Surabaya,24.28,low-end,29,1,C
3615,38,Surabaya,1.06,mid-range,40,0,C
3616,47,Makassar,11.48,mid-range,57,0,C
3617,41,Makassar,0.68,mid-range,9,1,C
3618,59,Surabaya,0.35,low-end,55,0,B
